image_name,path,label,rational_en,basename
001_above00230.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\001_above00230.JPG,NG,"Because there are no burns, unevenness, or bubbles in the egg white, and it seems uncooked, and the yolk is broken.",above00230.JPG
002_above00034.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\002_above00034.JPG,OK,"Because there is a film over the yolk, but there are burns, unevenness, and bubbles in the egg white, it seems like it is cooked.",above00034.JPG
003_above01063.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\003_above01063.JPG,OK,"Because the color of the yolk is orange and there is unevenness in the egg white, it appears to be cooked.",above01063.JPG
004_above00979.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\004_above00979.JPG,OK,"Because the color of the yolk is orange and there is unevenness in the egg white, it appears to be cooked.",above00979.JPG
005_above01079.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\005_above01079.JPG,NG,"Because there is unevenness in the egg white but a film is covering the yolk and there are no burns, it appears uncooked.",above01079.JPG
006_above00099.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\006_above00099.JPG,NG,"Because there is no unevenness in the egg white, it appears uncooked.",above00099.JPG
007_above00305.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\007_above00305.JPG,OK,"Because there is a film on the yolk but there are burns on the edge of the egg white, it seems to be cooked.",above00305.JPG
008_above00225.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\008_above00225.JPG,NG,"Because there is a film over the yolk and no unevenness in the egg white, it seems uncooked.",above00225.JPG
009_above00714.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\009_above00714.JPG,NG,"Because the yolk is orange but there are no burns on the egg white, it appears uncooked.",above00714.JPG
010_above00561.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\010_above00561.JPG,NG,"Because it seems cooked, but the yolk is crushed.",above00561.JPG
011_above01015.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\011_above01015.JPG,OK,"Because the yolk is orange and there are burns and unevenness on the edge of the white, it appears to be cooked.",above01015.JPG
012_above00092.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\012_above00092.JPG,NG,"Because the yolk's membrane is broken and there is no unevenness in the white, it seems uncooked.",above00092.JPG
013_above01084.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\013_above01084.JPG,OK,"Because the yolk is orange and there are unevenness and burns in the white, it appears to be cooked.",above01084.JPG
014_above00638.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\014_above00638.JPG,NG,"Because there are burns and bubbles in the white which make it look cooked, but the yolk is crushed.",above00638.JPG
015_above00671.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\015_above00671.JPG,OK,"Because the yolk is orange and the white has unevenness and burns, it appears to be cooked.",above00671.JPG
